,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
48,48,"{'id': None, 'name': 'Hackaday'}",Donald Papp,Off-Grid Van Build Uses 3D Scanning For Smarter Planning,Folks who refurbish and rebuild vans into off-grid campers (especially with the ability to work in them remotely) put a fantastic amount of planning and work into their projects. [Rob] meticulously…,https://hackaday.com/2023/01/22/off-grid-van-build-uses-3d-scanning-for-smarter-planning/,https://hackaday.com/wp-content/uploads/2023/01/DIY-Camper-Van-to-Travel-AND-Work-_-Van-Conversion-Part-1-2-42-screenshot.png,2023-01-22T18:00:53Z,Folks who refurbish and rebuild vans into off-grid campers (especially with the ability to work in them remotely) put a fantastic amount of planning and work into their projects. [Rob] meticulously d… [+1236 chars]
49,49,"{'id': 'abc-news', 'name': 'ABC News'}",JENNIFER SINCO KELLEHER Associated Press,Petition seeks to free Hawaiian man convicted of '91 murder,"A petition outlining new evidence in one of Hawaii’s biggest criminal cases asks a judge to release a Native Hawaiian man who has spent more than 20 years in prison for the sexual assault, kidnapping and murder of a white woman on the Big Island",https://abcnews.go.com/US/wireStory/petition-seeks-free-hawaiian-man-convicted-91-murder-96623222,https://s.abcnews.com/images/US/wirestory_380523100713038df2861d26f7e48fe0_16x9_992.jpg,2023-01-24T03:34:38Z,HONOLULU -- A petition filed Monday outlining new evidence in one of Hawaii's biggest murder cases asks a judge to release a Native Hawaiian man who has spent more than 20 years in prison for the sex… [+5702 chars]
50,50,"{'id': None, 'name': 'Digital Trends'}",Stephen Edelstein,VW previews its next electric car in trippy camouflaged form,The Volkswagen ID.7 sedan is VW's next electric car for the North American market.,https://www.digitaltrends.com/cars/volkswagen-id7-electric-car-previewed-at-ces-2023/,https://www.digitaltrends.com/wp-content/uploads/2023/01/Volkswagen-ID.7-prototype.jpeg?resize=1200%2C630&p=1,2023-01-04T00:00:43Z,"Skip to main content
The Volkswagen ID.7 is VW’s next electric car, and while it won’t be fully revealed until later in the year, the automaker provided a sneak peek at CES 2023.
VW said the produc… [+2312 chars]"
51,51,"{'id': None, 'name': 'Ev-riders.com'}",,The president of Toyota will be replaced to accelerate the transition to EV,"The president of Toyota will be replaced to accelerate the transition to the electric car, we see how a powerful CEO is replaced prematurely due to his bad relationship with the electric car.",https://ev-riders.com/news/the-president-of-toyota-will-be-replaced-to-accelerate-the-transition-to-the-electric-car/,https://ev-riders.com/wp-content/uploads/2023/01/Untitled-design-2023-01-26T165828-compressed.jpg,2023-01-26T19:53:32Z,"The president of Toyota will be replaced to accelerate the transition to the electric car
It is not the first, nor the last, time that we see how a powerful CEO is replaced prematurely due to his ba… [+1893 chars]"
52,52,"{'id': None, 'name': '9to5Mac'}",Chance Miller,These are the best CarPlay apps for EV owners,"As the adoption of electric vehicles has grown, so has the availability of EV-specific apps for CarPlay. There are a number of excellent CarPlay apps that help take your EV experience to the next level, including planning trips, finding chargers, and more. Re…",https://9to5mac.com/2023/01/26/these-are-the-best-carplay-apps-for-ev-owners/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2023/01/EV-apps-in-CarPlay-lead.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2023-01-26T18:48:54Z,"As the adoption of electric vehicles has grown, so has the availability of EV-specific apps for CarPlay. There are a number of excellent CarPlay apps that help take your EV experience to the next lev… [+9505 chars]"
53,53,"{'id': None, 'name': 'Autoblog'}",Reuters,Volkswagen warns of unstable 2023 as full-year deliveries down 6.8%,"Filed under:
 Green,Plants/Manufacturing,Volkswagen,Electric
 Continue reading Volkswagen warns of unstable 2023 as full-year deliveries down 6.8%
Volkswagen warns of unstable 2023 as full-year deliveries down 6.8% originally appeared on Autoblog on Tue, 10 J…",https://www.autoblog.com/2023/01/10/vw-warns-volatile-2023-sales/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2023-01/fcc85300-90e9-11ed-bffd-3b297faac568,2023-01-10T13:30:00Z,"BERLIN Volkswagen warned on Tuesday that ongoing chip shortages meant 2023 would remain volatile and challenging but expects supplies to improve, as it reported a 6.8% drop in sales by the brand to 4… [+786 chars]"
54,54,"{'id': None, 'name': 'Autoblog'}",Chris Teague,VW ID. Buzz Syncro — how Volkswagen's past could preview its future,"Filed under:
 Design/Style,Green,Volkswagen,Automotive History,Minivan/Van,Future Vehicles,Off-Road Vehicles,Classics,RVs/Campers
 Continue reading VW ID. Buzz Syncro — how Volkswagen's past could preview its future
VW ID. Buzz Syncro — how Volkswagen's past …",https://www.autoblog.com/article/vw-id-buzz-bring-back-the-syncro-van/,https://o.aolcdn.com/images/dims3/GLOB/crop/1544x868+232+0/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/01/05152736/vw-vanagon-syncro.jpg,2023-01-09T15:00:00Z,"Volkswagen has been making quirky vans for decades, and while many people remember the Type 2 generation from the 1960s and 70s, theres a whole world of van variations wearing the iconic giant VW bad… [+4763 chars]"
55,55,"{'id': None, 'name': 'Autoblog'}",Ronan Glon,VW ID.7 concept previews an upcoming electric sedan,"Filed under:
 Green,Concept Cars,Electric,Sedan
 Continue reading VW ID.7 concept previews an upcoming electric sedan
VW ID.7 concept previews an upcoming electric sedan originally appeared on Autoblog on Tue, 3 Jan 2023 19:00:00 EST. Please see our terms for…",https://www.autoblog.com/2023/01/03/vw-id7-electric-car-previewed/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/01/03104627/DB2022AU01040.jpg,2023-01-04T00:00:00Z,"Volkswagen is again preparing to expand its range of ID-branded EVs. The next addition to the family is a battery-powered sedan called ID.7 and due out later in 2023, and the German company will prev… [+2006 chars]"
56,56,"{'id': None, 'name': 'Autoblog'}",Stephen Williams,Future Classics: Audi Super 90 and 80/Fox,"Filed under:
 Audi,Volkswagen,Used Car Buying,Automotive History,Classics
 Continue reading Future Classics: Audi Super 90 and 80/Fox
Future Classics: Audi Super 90 and 80/Fox originally appeared on Autoblog on Thu, 5 Jan 2023 10:00:00 EST. Please see our ter…",https://www.autoblog.com/2023/01/05/audi-super-90-80-fox-future-classic/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/01/04152833/HI120073_large.jpg,2023-01-05T15:00:00Z,"Before long before the brainstormers at Subaru decided to drop the concept of love into their marketing portfolio, the Audi Super 90 was already there.
The Audi Super 90 is all about love, wrote How… [+4474 chars]"
57,57,"{'id': None, 'name': 'Autoblog'}",Byron Hurd,"VW recalls ID.4 for 12V battery issue that can cause short, fire","Filed under:
 Green,Recalls,Volkswagen,Ownership,Safety,Electric
 Continue reading VW recalls ID.4 for 12V battery issue that can cause short, fire
VW recalls ID.4 for 12V battery issue that can cause short, fire originally appeared on Autoblog on Mon, 9 Jan …",https://www.autoblog.com/2023/01/09/vw-id4-electrical-recall-fire-risk/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/12/25142935/2023_vw_id41.png,2023-01-09T15:14:00Z,"Volkswagen is recalling a relatively small number of its new ID.4 electric crossovers to address an electrical issue, but not one related to its electric powertrain. This pertains to its old-fashione… [+1957 chars]"
58,58,"{'id': None, 'name': 'Autoblog'}",Byron Hurd,"VW confirms some ID.Buzz GTX specs, additional variants","Filed under:
 Green,Volkswagen,Minivan/Van,Electric,Future Vehicles,Performance
 Continue reading VW confirms some ID.Buzz GTX specs, additional variants
VW confirms some ID.Buzz GTX specs, additional variants originally appeared on Autoblog on Thu, 12 Jan 20…",https://www.autoblog.com/2023/01/12/vw-id-buzz-gtx-horsepower/,https://o.aolcdn.com/images/dims3/GLOB/crop/1068x601+21+8/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/01/12100319/vw_id-buzz_lwb2.jpg,2023-01-12T16:35:00Z,"A Volkswagen executive offered details of the new performance-oriented ID.Buzz GTX the forthcoming model that will top the electric bus's model line. R&amp;D boss Kai Gruenitz told Autocar that the ""… [+1617 chars]"
59,59,"{'id': None, 'name': 'Autoblog'}",Zac Palmer,Ford's VW-based electric SUV spied for the first time,"Filed under:
 Green,Spy Photos,Ford,Volkswagen,Crossover,SUV,Electric
 Continue reading Ford's VW-based electric SUV spied for the first time
Ford's VW-based electric SUV spied for the first time originally appeared on Autoblog on Mon, 23 Jan 2023 10:35:00 ES…",https://www.autoblog.com/2023/01/23/ford-vw-meb-based-suv-spied-testing/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/01/23095631/FordSportCrossoverEV.g02.KGP-copy.jpg,2023-01-23T15:35:00Z,"Fordteased a new electric crossover based on Volkswagens MEB platform a month ago, and now we have the first spy shots of said vehicle testing. 
In case you missed it a few years ago, Ford and VW in… [+1982 chars]"
60,60,"{'id': None, 'name': 'Autoblog'}",Stephen Williams,Audi plans a rugged SUV — maybe on the Scout platform,"Filed under:
 Design/Style,Audi,Land Rover,Mercedes-Benz,Volkswagen,SUV,Concept Cars,Electric,Off-Road Vehicles
 Continue reading Audi plans a rugged SUV — maybe on the Scout platform
Audi plans a rugged SUV — maybe on the Scout platform originally appeared o…",https://www.autoblog.com/2023/01/27/audi-rugged-body-on-frame-suv-scout-platform/,https://o.aolcdn.com/images/dims3/GLOB/crop/1174x660+0+81/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/01/27115655/Screenshot-2023-01-27-at-11.54.40-AM.png,2023-01-27T17:51:00Z,"Audi engineers are formulating plans to possibly build a super saloon luxury off-roader SUV in 2027, It would compete in a segment that now includes the Land Rover Defender and Mercedes-Benz G-Class,… [+1596 chars]"
61,61,"{'id': None, 'name': 'Autoblog'}",Jonathon Ramsey,VW Group CEO Oliver Blume says design and quality initiatives underway,"Filed under:
 Design/Style,Audi,Volkswagen,Future Vehicles
 Continue reading VW Group CEO Oliver Blume says design and quality initiatives underway
VW Group CEO Oliver Blume says design and quality initiatives underway originally appeared on Autoblog on Fri, …",https://www.autoblog.com/2022/12/30/vw-group-design-updates/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/12/29140643/oliver_blume_vw_group_plans.jpg,2022-12-30T15:15:00Z,"Because of Porsche's IPO earlier in September, the Volkswagen Group needed to convene an extraordinary general meeting to approve a special investor dividend. VW Group and Porsche CEO Oliver Blume us… [+3029 chars]"
62,62,"{'id': None, 'name': 'Autoblog'}",Insider,Electric vehicles accounted for 10% of global auto sales last year — this could quadruple by 2030,"Filed under:
 Green,Car Buying,Electric
 Continue reading Electric vehicles accounted for 10% of global auto sales last year — this could quadruple by 2030
Electric vehicles accounted for 10% of global auto sales last year — this could quadruple by 2030 origi…",https://www.autoblog.com/2023/01/17/electric-vehicles-accounted-for-10-of-global-auto-sales-last-year-this-could-quadruple-by-2030/,https://o.aolcdn.com/images/dims3/GLOB/crop/3640x2048+0+519/resize/800x450!/format/jpg/quality/85/https://media.zenfs.com/en/insider_articles_922/d902e652db789aacb0b2bdd362cb0ac0,2023-01-17T13:55:00Z,"Volkswagen ID.4 all-electric model 
 Courtesy of Volkswagen AG
While Tesla's stock is tanking, the electric vehicle industry appears to have achieved a key milestone ahead of schedule last year, an… [+2445 chars]"
63,63,"{'id': None, 'name': 'Autoblog'}",Reuters,"Porsche, Google in talks over Google Apps access","Filed under:
 Porsche,Technology,Infotainment,Luxury
 Continue reading Porsche, Google in talks over Google Apps access
Porsche, Google in talks over Google Apps access originally appeared on Autoblog on Thu, 12 Jan 2023 08:45:00 EST. Please see our terms for…",https://www.autoblog.com/2023/01/12/porsche-google-talks-app-acess/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2021-06/19d92b50-cf9d-11eb-a3ee-2613604f0629,2023-01-12T13:45:00Z,"BERLIN Porsche is considering fully integrating Google software into its car cockpit, a source close to the company said on Thursday, marking a shift in strategy for the newly listed carmaker.
The d… [+2043 chars]"
64,64,"{'id': None, 'name': 'Autoblog'}",Reuters,Everybody's getting game: Automakers show off in-car entertainment at CES,"Filed under:
 Green,Toys/Games,TV/Movies,CES,Infotainment,Gaming Guide
 Continue reading Everybody's getting game: Automakers show off in-car entertainment at CES
Everybody's getting game: Automakers show off in-car entertainment at CES originally appeared on…",https://www.autoblog.com/2023/01/07/in-car-gaming-ces/,https://o.aolcdn.com/images/dims3/GLOB/crop/5405x3040+0+223/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/01/06174359/2019-06-14T092555Z_607916318_RC11D3242410_RTRMADP_3_AUTOS-AUTONOMOUS-CHINA.jpg.jpg,2023-01-07T14:00:00Z,"LAS VEGAS What started out as a novelty offered by Elon Musk to Tesla owners has turned into table stakes in the next generation of electric vehicles.
Automakers from Sony Honda to Hyundai are intro… [+3290 chars]"
65,65,"{'id': None, 'name': 'Autoblog'}",Reuters,GM wants U.S. Treasury to reconsider tax credits for Cadillac Lyriq EV,"Filed under:
 Government/Legal,Green,Cadillac,Car Buying,Crossover,SUV,Electric
 Continue reading GM wants U.S. Treasury to reconsider tax credits for Cadillac Lyriq EV
GM wants U.S. Treasury to reconsider tax credits for Cadillac Lyriq EV originally appeared…",https://www.autoblog.com/2023/01/07/cadillac-lyriq-ev-tax-credit-car-suv/,https://o.aolcdn.com/images/dims3/GLOB/crop/1196x673+103+212/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2023/01/07144818/Cadillac-Lyriq.jpg,2023-01-07T19:51:00Z,"WASHINGTON, Jan 6 General Motors said Friday it wants the U.S. Treasury to reconsider classification of GM's electric Cadillac Lyriq to allow it to qualify for federal tax credits.
The Treasury and … [+1940 chars]"
66,66,"{'id': None, 'name': 'Autoblog'}",Insider,Tesla needs to start acting more like Toyota and GM if it wants to win the electric car race,"Filed under:
 Government/Legal,Green,Gas Prices
 Continue reading Tesla needs to start acting more like Toyota and GM if it wants to win the electric car race
Tesla needs to start acting more like Toyota and GM if it wants to win the electric car race origina…",https://www.autoblog.com/2023/01/21/tesla-needs-to-start-acting-more-like-toyota-and-gm/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/a565aa2f68668bb4b69e7ff6d20fea3b,2023-01-21T11:55:00Z,"Tesla needs to diversify its lineup if it wants to keep growing and stand up to the world's biggest automakers, analysts say. 
 Tim Levin/Insider
Elon Musk has huge aspirations for Tesla like selli… [+3877 chars]"
67,67,"{'id': None, 'name': 'Autoblog'}",Chris Teague,"Surprise (not), most Americans in survey think EVs are way too expensive","Filed under:
 Green,Car Buying,Electric
 Continue reading Surprise (not), most Americans in survey think EVs are way too expensive
Surprise (not), most Americans in survey think EVs are way too expensive originally appeared on Autoblog on Wed, 4 Jan 2023 13:3…",https://www.autoblog.com/2023/01/04/deloitte-survey-electric-vehicles-too-expensive/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/08/08123146/2022_gmc_hummer_ev1.jpg,2023-01-04T18:35:00Z,Its easy to find blog posts and articles on the seismic shift in vehicle prices and market behavior over the past couple of years. While the loudest voices on the internet often miss the mark on true… [+2700 chars]
68,68,"{'id': None, 'name': 'Autoblog'}",Reuters,Tesla uses its profits as a weapon in an EV price war,"Filed under:
 Earnings/Financials,Green,Tesla,Electric
 Continue reading Tesla uses its profits as a weapon in an EV price war
Tesla uses its profits as a weapon in an EV price war originally appeared on Autoblog on Sun, 22 Jan 2023 13:00:00 EST. Please see o…",https://www.autoblog.com/2023/01/22/tesla-price-drop-strategy/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2021-01/24eb5e40-51fe-11eb-95ee-d50ddaa7926c,2023-01-22T18:00:00Z,"DETROIT Tesla Inc earns more money for every vehicle it sells than any of its global rivals. Now, Chief Executive Elon Musk is using that superior profitability as a weapon in the EV price war he sta… [+3633 chars]"
69,69,"{'id': None, 'name': 'Autoblog'}",Zac Palmer,These car manufacturers issued the most recalls in 2022,"Filed under:
 Government/Legal,Recalls,Ownership,Safety
 Continue reading These car manufacturers issued the most recalls in 2022
These car manufacturers issued the most recalls in 2022 originally appeared on Autoblog on Thu, 29 Dec 2022 13:15:00 EST. Please …",https://www.autoblog.com/2022/12/29/most-recalls-by-car-manufacturer-2022/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/12/29125427/2022_ford_explorer_st-line_0061.jpg,2022-12-29T18:15:00Z,"Wondering what car manufacturers suffered from the most recalls over the course of 2022? Wonder no more, as a list from the U.S. Department of Transportation tells us exactly what transpired througho… [+2894 chars]"
70,70,"{'id': None, 'name': 'Autoblog'}",Bloomberg,"Tesla stock-price rout grabs headlines from Rivian, Lucid collapses","Filed under:
 Earnings/Financials,Government/Legal,Tesla,Rivian,Lucid
 Continue reading Tesla stock-price rout grabs headlines from Rivian, Lucid collapses
Tesla stock-price rout grabs headlines from Rivian, Lucid collapses originally appeared on Autoblog on …",https://www.autoblog.com/2023/01/21/tesla-stock-price-lucid-rivian/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2023/01/20123134/123.jpg,2023-01-21T16:00:00Z,"While Tesla Inc.s epic stock-price collapse dominated headlines over the past year, for some smaller electric-vehicle companies the rout has been even worse, a sign that investors see few attractive … [+4835 chars]"
71,71,"{'id': None, 'name': 'Autoblog'}",Murilee Martin,Junkyard Gem: 1988 Hyundai Excel GL Sedan,"Filed under:
 Hyundai,Automotive History,Economy Cars,Classics,Sedan
 Continue reading Junkyard Gem: 1988 Hyundai Excel GL Sedan
Junkyard Gem: 1988 Hyundai Excel GL Sedan originally appeared on Autoblog on Tue, 24 Jan 2023 16:39:00 EST. Please see our terms f…",https://www.autoblog.com/2023/01/24/junkyard-gem-1988-hyundai-gl-sedan/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/12/15112830/99-1988-Hyundai-Excel-in-Colorado-junkyard-photo-by-Murilee-Martin.jpg,2023-01-24T21:39:00Z,"I was going to college in Southern California in 1986, driving an affordable Detroit hooptie like most of my peers (because only a nobody walked), when I noticed a strange thing in the campus parking… [+3936 chars]"
72,72,"{'id': None, 'name': 'Autoblog'}",James Riswick,2023 Kia EV6 Review: Just as practical as it's cool (and it's really cool),"Filed under:
 Green,Kia,Buying Guide,New Car Reviews,Crossover,SUV,Wagon,Electric,Performance
 Continue reading 2023 Kia EV6 Review: Just as practical as it's cool (and it's really cool)
2023 Kia EV6 Review: Just as practical as it's cool (and it's really coo…",https://www.autoblog.com/article/2023-kia-ev6-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/03/23200431/2022-Kia-EV6-front-three-quarter-mid.jpg,2023-01-09T11:00:00Z,"Pros: Good range and rapid charging; excellent tech; top safety scores; compelling design; wild GT performance
Cons: No federal tax credit; gauge design needs a rethink; GT has limited range and no … [+12442 chars]"
73,73,"{'id': None, 'name': 'Autoblog'}",TechCrunch,"An EV-plosion awaits in 2023, and it'll be packed with tech","Filed under:
 Government/Legal,Green,Marketing/Advertising,Plants/Manufacturing,Rumormill,Infrastructure
 Continue reading An EV-plosion awaits in 2023, and it'll be packed with tech
An EV-plosion awaits in 2023, and it'll be packed with tech originally appea…",https://www.autoblog.com/2023/01/01/ev-plosion-tech/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/09/21104226/2024-Chevrolet-Equinox-EV-3RS-130.jpg,2023-01-01T11:00:00Z,"2022 was the year that electric vehicles entered the mainstream. Not everyone has one, but buying an EV no longer makes you an outlier. Driven by policy initiatives from governments and billions of d… [+7442 chars]"
74,74,"{'id': None, 'name': 'Autoblog'}",John Beltz Snyder,2023 Kia Telluride Review: Still the smartest three-row buy,"Filed under:
 Kia,Buying Guide,New Car Reviews,Crossover,SUV
 Continue reading 2023 Kia Telluride Review: Still the smartest three-row buy
2023 Kia Telluride Review: Still the smartest three-row buy originally appeared on Autoblog on Wed, 18 Jan 2023 07:00:00…",https://www.autoblog.com/article/2023-kia-telluride-review/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/10/27185723/2023-Kia-Telluride-SX-Prestige-X-Pro-03.jpg,2023-01-18T12:00:00Z,"Pros: Bigger-than-average third row and cargo space; user-friendly tech; handsome design; excellent value
Cons: No hybrid powertrain available
The 2023 Kia Telluride three-row SUV, already a well-d… [+13709 chars]"
75,75,"{'id': None, 'name': 'MarketWatch'}",Sean Tucker,Kelley Blue Book: Some EVs lose a lot of range in the freezing cold—here is how 13 models compare,"Range loss is a significant concern for EV owners. A new study found that some lose just 3% in the cold, others up to a third, depending on the model.",https://www.marketwatch.com/story/some-evs-lose-a-lot-of-range-in-the-freezing-coldhere-is-how-13-models-compare-11673038171,https://images.mktw.net/im-698916/social,2023-01-12T10:00:00Z,"As Americas automakers switch from gasoline to electric power, well all have a lot to learn. Some of the biggest lessons surround weather.No matter their power source, all cars perform differently in… [+3843 chars]"
76,76,"{'id': None, 'name': 'MakeUseOf'}",Charles Earley,"What's the Fuss About the New VW Electric Bus, the ID. Buzz?",The EV successor to the iconic VW Bus has finally arrived.,https://www.makeuseof.com/fuss-about-new-electric-vw-bus-id-buzz/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2023/01/volkswagen-press-conference-iaa-frankfurt-2017.jpg,2023-01-11T19:00:15Z,"An eagerly anticipated moment has finally arrived—Volkswagen will finally start producing the all-new electric VW ID. Buzz. It's undoubtedly one of the most long-awaited vehicles in recent memory.
T… [+7508 chars]"
77,77,"{'id': None, 'name': 'MakeUseOf'}",Geoff Piehl,The 7 Best New EV Products From CES 2023,"EV tech was bigger than ever at CES 2023, and these were the best bits from the show floor.",https://www.makeuseof.com/best-new-ev-products-ces-2023/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2023/01/ces-2023-bmw-keynote.jpg,2023-01-14T11:30:15Z,"CES 2023 recently wrapped up its display of next-generation gizmos, gadgets, and people movers in Las Vegas. The 2023 edition saw a huge uptick in the number of EV products, including new EVs, chargi… [+7363 chars]"
78,78,"{'id': None, 'name': 'MakeUseOf'}",Alex Ramos,Tesla Model X Plaid vs. Lamborghini Urus: Which Is Faster?,"They're both lightning-fast, but which is the faster of the two?",https://www.makeuseof.com/tesla-model-x-plaid-vs-lamborghini-urus/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2023/01/tesla-model-x-plaid-vs-lamborghini-urus-feature.jpg,2023-01-11T18:15:15Z,The Lamborghini Urus is famous across social media for representing the epitome of performance in the SUV realm. This ultra-quick SUV from the famed Italian car brand is attractive and blindingly fas… [+6370 chars]
79,79,"{'id': None, 'name': 'MakeUseOf'}",Alex Ramos,5 International EVs You Can’t Buy in the US,"Most EVs are available in the US, but not all. Here are some of the best EVs yet to hit US EV owners.",https://www.makeuseof.com/evs-you-cant-buy-in-the-us/,https://static1.makeuseofimages.com/wordpress/wp-content/uploads/2022/06/id3-VW-Media.jpg,2023-01-14T14:15:15Z,"Electric vehicles used to be oddities that you rarely spotted on public roads, but now they're seemingly everywhere. Tesla is no longer considered a rare car brand, and most major automakers have rel… [+6121 chars]"
80,80,"{'id': None, 'name': 'Theregister.com'}",Tobias Mann,"Mobileye touts bright future while Nvidia, Qualcomm win over automakers","Objects in mirror are closer than they appear
Analysis Mobileye, Intel's autonomous driving unit, offered a rather rosy outlook on the company's advanced driver assistance systems (ADAS), with CEO Amnon Shashua claiming more than $17 billion in bookings throu…",https://www.theregister.com/2023/01/06/mobileye_nvidia_qualcomm/,https://regmedia.co.uk/2021/09/08/iaaa-6-16x9.jpg,2023-01-06T16:15:11Z,"Analysis Mobileye, Intel's autonomous driving unit, offered a rather rosy outlook on the company's advanced driver assistance systems (ADAS), with CEO Amnon Shashua claiming more than $17 billion in … [+4335 chars]"
81,81,"{'id': None, 'name': 'Theregister.com'}",Jeff Burt,Microsoft said to be thinking of sinking $10m into self-driving truck startup,"Because it's all going so well for Tesla and co
Microsoft is reportedly considering investing $10 million in autonomous vehicle startup Gatik, a move in line with its strategy of supporting companies in the industry rather than launching its own competing pro…",https://www.theregister.com/2023/01/06/microsoft_gatik_autonomous_driving/,https://regmedia.co.uk/2023/01/06/shutterstock_truck.jpg,2023-01-06T11:30:08Z,"Microsoft is reportedly considering investing $10 million in autonomous vehicle startup Gatik, a move in line with its strategy of supporting companies in the industry rather than launching its own c… [+3907 chars]"
82,82,"{'id': None, 'name': 'Jalopnik'}",Collin Woodard,Volkswagen ID.7 Sedan: This Is (Mostly) It,"Over the summer, Volkswagen revealed the ID.Aero concept, a large, swoopy sedan that looked about like what you’d imagine the ID.4 would look like if it transformed from a hatchback into a sedan. At the time, we were told the production version would first go…",https://jalopnik.com/volkswagen-id-7-sedan-this-is-mostly-it-1849946090,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c1ff9a8f35e442c6fc31342e9900ef89.jpg",2023-01-04T00:00:00Z,"Over the summer, Volkswagen revealed the ID.Aero concept, a large, swoopy sedan that looked about like what youd imagine the ID.4 would look like if it transformed from a hatchback into a sedan. At t… [+3172 chars]"
83,83,"{'id': None, 'name': 'Jalopnik'}",Dan Fox,"The Volkswagen New Beetle Is Just a Golf, But Worse",Andy and Steve have conflicting thoughts on VW’s turn-of-the-century redesign.,https://jalopnik.com/the-volkswagen-new-beetle-is-just-a-golf-but-worse-1849985195,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/e45d377e4a03ec5697d837f6563de092.png",2023-01-16T17:30:00Z,"Andy and Steve have conflicting thoughts on VWs turn-of-the-century redesign.
We may earn a commission from links on this page."
84,84,"{'id': None, 'name': 'Jalopnik'}",Owen Bellwood,"Volkswagen Adds 37,000 Beetles to Takata Airbag Recall","We’re now approaching 10 years since the Takata airbag recall began after parts manufactured by the Japanese company were found to be defective and deadly. Since then, tens of millions of cars have had the dangerous parts removed and replaced, but new models …",https://jalopnik.com/volkswagen-adds-37-000-beetles-to-takata-airbag-recall-1849944675,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/07b63d3e9d3258b63f202deabf50e38f.jpg",2023-01-03T20:00:00Z,"Were now approaching 10 years since the Takata airbag recall began after parts manufactured by the Japanese company were found to be defective and deadly. Since then, tens of millions of cars have ha… [+2007 chars]"
